loss,grad_norm,learning_rate,epoch,step,eval_loss,eval_token_accuracy,eval_runtime,eval_samples_per_second,eval_steps_per_second,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss
1.4639472961425781,1.0721336603164673,4.848484848484849e-05,0.01516990291262136,25,,,,,,,,,,
1.2162132263183594,1.1310380697250366,9.8989898989899e-05,0.03033980582524272,50,,,,,,,,,,
1.0696034240722656,1.403828501701355,0.0001494949494949495,0.04550970873786408,75,,,,,,,,,,
0.9615318298339843,1.2893002033233643,0.0002,0.06067961165048544,100,,,,,,,,,,
0.9039812469482422,1.3919944763183594,0.00019996982532145775,0.07584951456310679,125,,,,,,,,,,
0.8729145050048828,1.2086836099624634,0.0001998793194960554,0.09101941747572816,150,,,,,,,,,,
0.8683108520507813,0.9564372897148132,0.0001997285371434768,0.10618932038834951,175,,,,,,,,,,
0.8289327239990234,0.9298569560050964,0.00019951756925990223,0.12135922330097088,200,,,,,,,,,,
0.8232373809814453,0.9461320638656616,0.00019924654316309318,0.13652912621359223,225,,,,,,,,,,
0.8006885528564454,0.9509750604629517,0.00019891562241555657,0.15169902912621358,250,,,,,,,,,,
0.7851458740234375,0.7472935318946838,0.00019852500672583597,0.16686893203883496,275,,,,,,,,,,
0.7664402770996094,1.09086275100708,0.0001980749318279888,0.1820388349514563,300,,,,,,,,,,
0.7682764434814453,0.8993585109710693,0.00019756566933932235,0.19720873786407767,325,,,,,,,,,,
,,,0.20024271844660194,330,0.7805315256118774,0.7643198371054899,14.7091,34.74,4.351,,,,,
0.7628926086425781,0.8162086009979248,0.00019699752659647435,0.21237864077669902,350,,,,,,,,,,
0.7580519866943359,0.746097207069397,0.00019637084646993748,0.2275485436893204,375,,,,,,,,,,
0.7465821838378907,0.8115723729133606,0.00019568600715713907,0.24271844660194175,400,,,,,,,,,,
0.7553318023681641,1.008117437362671,0.00019494342195420144,0.25788834951456313,425,,,,,,,,,,
0.7204759979248047,0.8745811581611633,0.00019414353900652038,0.27305825242718446,450,,,,,,,,,,
0.732354507446289,0.8240021467208862,0.00019328684103831221,0.28822815533980584,475,,,,,,,,,,
0.7199994659423828,0.9046971201896667,0.000192373845061293,0.30339805825242716,500,,,,,,,,,,
0.7126515197753907,0.8881028294563293,0.00019140510206266495,0.31856796116504854,525,,,,,,,,,,
0.736697006225586,0.8067054748535156,0.00019038119667259964,0.3337378640776699,550,,,,,,,,,,
0.7126331329345703,0.7715040445327759,0.0001893027468114171,0.34890776699029125,575,,,,,,,,,,
0.7072261810302735,0.7729344367980957,0.000188170403316675,0.3640776699029126,600,,,,,,,,,,
0.7128163146972656,0.7359825372695923,0.00018698484955039245,0.379247572815534,625,,,,,,,,,,
0.7150008392333984,0.8248975872993469,0.00018574680098664526,0.39441747572815533,650,,,,,,,,,,
,,,0.40048543689320387,660,0.7119411826133728,0.7802960294463153,14.6839,34.8,4.359,,,,,
0.7116676330566406,0.7414904832839966,0.00018445700477978205,0.4095873786407767,675,,,,,,,,,,
0.6895310211181641,0.8011009693145752,0.00018311623931352138,0.42475728155339804,700,,,,,,,,,,
0.6976600646972656,0.762840211391449,0.00018172531373120214,0.4399271844660194,725,,,,,,,,,,
0.6797166442871094,0.7631819248199463,0.0001802850674474708,0.4550970873786408,750,,,,,,,,,,
0.6876629638671875,0.8462134599685669,0.00017879636964169998,0.4702669902912621,775,,,,,,,,,,
0.6758543395996094,0.8490934371948242,0.00017726011873344446,0.4854368932038835,800,,,,,,,,,,
0.6856019592285156,0.7891789078712463,0.00017567724184025055,0.5006067961165048,825,,,,,,,,,,
0.6918527221679688,0.7938274145126343,0.0001740486942181467,0.5157766990291263,850,,,,,,,,,,
0.670059814453125,1.0321835279464722,0.00017237545868515271,0.5309466019417476,875,,,,,,,,,,
0.6809542083740234,0.7824234962463379,0.00017065854502815522,0.5461165048543689,900,,,,,,,,,,
0.6608677673339843,0.7455112934112549,0.00016889898939350797,0.5612864077669902,925,,,,,,,,,,
0.6728583526611328,0.6894966959953308,0.00016709785366172394,0.5764563106796117,950,,,,,,,,,,
0.6586302947998047,0.7290485501289368,0.00016525622480663757,0.591626213592233,975,,,,,,,,,,
,,,0.6007281553398058,990,0.6816259622573853,0.7855587751585872,14.7091,34.74,4.351,,,,,
